region,shrine_name,raw_address,combined_address,resolved_address,latitude,longitude,status,ownership_raw,ownership_standardized,validated_address_ko,validated_road_address_ko,validated_jibun_address_ko,address_validation_status,address_validation_source
우도면,비양동(비양) 돈짓당,연평리 16,우도면 연평리 16,제주특별자치도 제주시 우도면 연평리 16,33.5139013947132,126.967080443021,resolved,"개인, 공동",공동,제주특별자치도 제주시 우도면 연평리 16,NULL,제주특별자치도 제주시 우도면 연평리 16,validated,kakao_coord2address
우도면,상․ 하고수동 성창봉오지돈짓당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
우도면,전흘동 본향 뜬동산 목지당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
우도면,주흥동 중개 돈짓당,"연평리968-1 , 968","우도면 연평리968-1 , 968","968-1 Yeonpyeong-ri, Udo-myeon, Cheju, Jeju-do, South Korea",33.5165623,126.9490715,resolved,폐쇄 등기,미상,제주특별자치도 제주시 우도면 연평리 968-1,NULL,제주특별자치도 제주시 우도면 연평리 968-1,validated,kakao_coord2address
우도면,하우목동 본향 목지당,연평리 2391 -2,우도면 연평리 2391 -2,제주특별자치도 제주시 우도면 우도해안길 360,33.5102732906382,126.943455267183,resolved,개인,개인,제주특별자치도 제주시 우도면 연평리 2391-2,NULL,제주특별자치도 제주시 우도면 연평리 2391-2,validated,kakao_coord2address
우도면,하우목동 돈짓당,연평리 2391 -2,우도면 연평리 2391 -2,제주특별자치도 제주시 우도면 우도해안길 360,33.5102732906382,126.943455267183,resolved,개인,개인,제주특별자치도 제주시 우도면 연평리 2391-2,NULL,제주특별자치도 제주시 우도면 연평리 2391-2,validated,kakao_coord2address
추자면,대서리 장군당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
추자면,대서리 당너머 고삿바위,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
추자면,영흥리 뒷산 절기미 산신당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
추자면,묵리 당목치동산 처녀당,묵리 731 -5,추자면 묵리 731 -5,제주특별자치도 제주시 추자면 추자로 376-3,33.9447755113888,126.312283029916,resolved,마을,미상,제주특별자치도 제주시 추자면 추자로 376-3,제주특별자치도 제주시 추자면 추자로 376-3,제주특별자치도 제주시 추자면 묵리 731-5,validated,kakao_coord2address
추자면,예초리 당목쟁이 물생이끝당,예초리 산7,추자면 예초리 산7,제주특별자치도 제주시 추자면 예초리 산 7,33.9547847906658,126.34067882343,resolved,마을,미상,제주특별자치도 제주시 추자면 예초리 산 7,NULL,제주특별자치도 제주시 추자면 예초리 산 7,validated,kakao_coord2address
추자면,예초리 엄바위 장승,예초리 산52,추자면 예초리 산52,제주특별자치도 제주시 추자면 예초리 산 52,33.9523194751318,126.32925901804,resolved,개인,개인,제주특별자치도 제주시 추자면 예초리 산 52,NULL,제주특별자치도 제주시 추자면 예초리 산 52,validated,kakao_coord2address
추자면,횡간도 마을 성황당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
