region,shrine_name,raw_address,combined_address,resolved_address,latitude,longitude,status,ownership_raw,ownership_standardized,validated_address_ko,validated_road_address_ko,validated_jibun_address_ko,address_validation_status,address_validation_source
구좌읍,송당리 상덕천 체오름 산신당,송당리 산 61,구좌읍 송당리 산 61,제주특별자치도 제주시 구좌읍 송당리 산 61,33.4666671323766,126.76092492817,resolved,개인,개인,제주특별자치도 제주시 구좌읍 송당리 산 61,NULL,제주특별자치도 제주시 구좌읍 송당리 산 61,validated,kakao_coord2address
구좌읍,송당리 본향 알손당 고부니모루 소천국 하르방당,송당리 산 8-1,구좌읍 송당리 산 8-1,제주특별자치도 제주시 구좌읍 송당리 산 8-1,33.4903120165569,126.793060639747,resolved,마을,미상,제주특별자치도 제주시 구좌읍 송당리 산 8-1,NULL,제주특별자치도 제주시 구좌읍 송당리 산 8-1,validated,kakao_coord2address
구좌읍,하덕천리 본향 거멀 문국성 산신당,덕천리 289,구좌읍 덕천리 289,제주특별자치도 제주시 구좌읍 덕천리 289,33.5036547442058,126.769564346012,resolved,개인,개인,제주특별자치도 제주시 구좌읍 덕천리 289,NULL,제주특별자치도 제주시 구좌읍 덕천리 289,validated,kakao_coord2address
구좌읍,하덕천리 웃산전 사라흘당,덕천리 산 49-3,구좌읍 덕천리 산 49-3,제주특별자치도 제주시 구좌읍 덕천리 산 49-3,33.4980447282971,126.765013589723,resolved,기업,법인,제주특별자치도 제주시 구좌읍 덕천리 산 49-3,NULL,제주특별자치도 제주시 구좌읍 덕천리 산 49-3,validated,kakao_coord2address
조천읍,신촌리 본향 큰물머리 영등빌레당,신촌리 2257,조천읍 신촌리 2257,제주특별자치도 제주시 조천읍 신촌리 2257,33.5368659155901,126.618395988403,resolved,제주도,국가,제주특별자치도 제주시 조천읍 신촌리 2257,NULL,제주특별자치도 제주시 조천읍 신촌리 2257,validated,kakao_coord2address
조천읍,신촌리 일뤠당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
조천읍,신촌리 동동네 일뤠낭거리 일뤠당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
조천읍,조천리(하동) 새콧할망당 (고망할망당),조천리 2730-2,조천읍 조천리 2730-2,제주특별자치도 제주시 조천읍 조천리 2730-2,33.5420751171512,126.634562877698,resolved,국가,국가,제주특별자치도 제주시 조천읍 조천리 2730-2,NULL,제주특별자치도 제주시 조천읍 조천리 2730-2,validated,kakao_coord2address
조천읍,조천리 새당,조천리695,조천읍 조천리695,제주특별자치도 제주시 조천읍 조천16길 44-25,33.5365258520654,126.645554292782,resolved,개인,개인,제주특별자치도 제주시 조천읍 조천리 695,NULL,제주특별자치도 제주시 조천읍 조천리 695,validated,kakao_coord2address
조천읍,신흥리 본향 대방황수당,신흥리 51 1 -1,조천읍 신흥리 51 1 -1,"1, 51 Sinheung-ri, Jocheon-eup, Cheju, Jeju-do, South Korea",33.5488871,126.6522151,resolved,제주도,국가,제주특별자치도 제주시 조천읍 신흥로2길 20-9,제주특별자치도 제주시 조천읍 신흥로2길 20-9,제주특별자치도 제주시 조천읍 신흥리 51,validated,kakao_coord2address
조천읍,신흥리 볼래낭할망당,신흥리 545-1,조천읍 신흥리 545-1,제주특별자치도 제주시 조천읍 신흥리 545-1,33.5487040001485,126.649033012775,resolved,국가,국가,제주특별자치도 제주시 조천읍 신흥리 545-1,NULL,제주특별자치도 제주시 조천읍 신흥리 545-1,validated,kakao_coord2address
조천읍,신흥리 서카름 가문이알 김씨조상당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
조천읍,함덕리 본향 알카름 서물당,함덕리 3155-2,조천읍 함덕리 3155-2,제주특별자치도 제주시 조천읍 함덕리 3155-2,33.5456753034347,126.659862126403,resolved,북제주군,미상,제주특별자치도 제주시 조천읍 조함해안로 428-13,제주특별자치도 제주시 조천읍 조함해안로 428-13,제주특별자치도 제주시 조천읍 함덕리 3155-1,validated,kakao_coord2address
조천읍,함덕리존나니모루 일뤠당,함덕리 1698,조천읍 함덕리 1698,제주특별자치도 제주시 조천읍 함덕리 1698,33.5317399772927,126.663046236754,resolved,제주도,국가,제주특별자치도 제주시 조천읍 함덕리 1698,NULL,제주특별자치도 제주시 조천읍 함덕리 1698,validated,kakao_coord2address
조천읍,함덕리 머체 일뤠당,함덕리 91 1,조천읍 함덕리 91 1,"91 Hamdeok-ri, Jocheon-eup, Cheju, Jeju-do, South Korea",33.5504485,126.6766617,resolved,개인,개인,제주특별자치도 제주시 조천읍 함덕리 91,NULL,제주특별자치도 제주시 조천읍 함덕리 91,validated,kakao_coord2address
조천읍,함덕리 한양할망당,함덕리2547-1,조천읍 함덕리2547-1,제주특별자치도 제주시 조천읍 함덕리 2547-1,33.5348435333578,126.661690721091,resolved,NULL,미상,제주특별자치도 제주시 조천읍 함덕리 2547-1,NULL,제주특별자치도 제주시 조천읍 함덕리 2547-1,validated,kakao_coord2address
조천읍,함덕리 지르 일뤠당,함덕리 3061,조천읍 함덕리 3061,제주특별자치도 제주시 조천읍 신북로 470,33.5432711882119,126.659788854649,resolved,기업,법인,제주특별자치도 제주시 조천읍 신북로 470,제주특별자치도 제주시 조천읍 신북로 470,제주특별자치도 제주시 조천읍 함덕리 3061,validated,kakao_coord2address
조천읍,함덕리 서모오름 산신당,"함덕리3029, 3033-1","조천읍 함덕리3029, 3033-1","3029 Hamdeok-ri, Jocheon-eup, Cheju, Jeju-do, South Korea",33.5432611,126.6575661,resolved,"개인, 공동",공동,제주특별자치도 제주시 조천읍 함대로 6,제주특별자치도 제주시 조천읍 함대로 6,제주특별자치도 제주시 조천읍 함덕리 3029,validated,kakao_coord2address
조천읍,함덕리 문두낭당,함덕리 178-1,조천읍 함덕리 178-1,제주특별자치도 제주시 조천읍 함덕리 178-1,33.5445344950302,126.676507251879,resolved,개인,개인,제주특별자치도 제주시 조천읍 함덕리 178-1,NULL,제주특별자치도 제주시 조천읍 함덕리 178-1,validated,kakao_coord2address
조천읍,북촌리(뒷개) 본향 가릿당,북촌리 1362,조천읍 북촌리 1362,제주특별자치도 제주시 조천읍 북촌7길 35,33.5508557002035,126.693139788062,resolved,개인,개인,제주특별자치도 제주시 조천읍 북촌7길 35,제주특별자치도 제주시 조천읍 북촌7길 35,제주특별자치도 제주시 조천읍 북촌리 1362,validated,kakao_coord2address
조천읍,북촌리 당구들동산 당팟당,북촌리 11 48,조천읍 북촌리 11 48,"1148 Bukchon-ri, Jocheon-eup, Cheju, Jeju-do, South Korea",33.5430978,126.6935863,resolved,개인,개인,제주특별자치도 제주시 조천읍 북촌리 1148,NULL,제주특별자치도 제주시 조천읍 북촌리 1148,validated,kakao_coord2address
조천읍,북촌리동카름 칠머리당,"북촌리 2688,","조천읍 북촌리 2688,",제주특별자치도 제주시 조천읍 북촌리 2688,33.5471431364891,126.691765528086,resolved,국가,국가,제주특별자치도 제주시 조천읍 북촌리 2688,NULL,제주특별자치도 제주시 조천읍 북촌리 2688,validated,kakao_coord2address
조천읍,선흘리 (알선흘) 본향 당동산 산신당,선흘리 2661,조천읍 선흘리 2661,제주특별자치도 제주시 조천읍 선흘리 2661,33.5196927597789,126.695124318335,resolved,개인,개인,제주특별자치도 제주시 조천읍 선흘리 2661,NULL,제주특별자치도 제주시 조천읍 선흘리 2661,validated,kakao_coord2address
조천읍,선흘리 (웃선흘) 탈남밧 일뤠당,선흘리 261 2-27,조천읍 선흘리 261 2-27,"261 Seonheul-ri, Jocheon-eup, Cheju, Jeju-do, South Korea",33.5021471,126.716843,resolved,개인,개인,제주특별자치도 제주시 조천읍 선흘리 261,NULL,제주특별자치도 제주시 조천읍 선흘리 261,validated,kakao_coord2address
조천읍,와흘리 본향 한거리 하로산당,와흘리 1 274-1,조천읍 와흘리 1 274-1,"1274-1 Waheul-ri, Jocheon-eup, Cheju, Jeju-do, South Korea",33.5023167,126.6390196,resolved,마을,미상,제주특별자치도 제주시 조천읍 와흘리 1274-1,NULL,제주특별자치도 제주시 조천읍 와흘리 1274-1,validated,kakao_coord2address
조천읍,와흘리 고평동 본향 궷드르 산신당,와흘리 11 4,조천읍 와흘리 11 4,"11 Waheul-ri, Jocheon-eup, Cheju, Jeju-do, South Korea",33.4812527,126.6559656,resolved,개인,개인,제주특별자치도 제주시 조천읍 와흘리 11,NULL,제주특별자치도 제주시 조천읍 와흘리 11,validated,kakao_coord2address
조천읍,대흘리 본향 비지남밧 하로산당,대흘리 2201,조천읍 대흘리 2201,제주특별자치도 제주시 조천읍 대흘리 2201,33.5005347858412,126.65542074542,resolved,개인,개인,제주특별자치도 제주시 조천읍 대흘리 2201,NULL,제주특별자치도 제주시 조천읍 대흘리 2201,validated,kakao_coord2address
조천읍,와산리 하르방당 베락당,와산리 694-1,조천읍 와산리 694-1,제주특별자치도 제주시 조천읍 와산리 694-1,33.4911011101121,126.686213073355,resolved,제주도,국가,제주특별자치도 제주시 조천읍 와산리 694-1,NULL,제주특별자치도 제주시 조천읍 와산리 694-1,validated,kakao_coord2address
조천읍,와산리 본향 당오름 불돗당,와산리 489-2,조천읍 와산리 489-2,제주특별자치도 제주시 조천읍 와산리 489-2,33.4805780472159,126.687595055516,resolved,마을,미상,제주특별자치도 제주시 조천읍 와산리 489-2,NULL,제주특별자치도 제주시 조천읍 와산리 489-2,validated,kakao_coord2address
조천읍,와산리 당새미 토광물 산신당,와산리 145,조천읍 와산리 145,제주특별자치도 제주시 조천읍 와산리 145,33.490686300134,126.691462003882,resolved,개인,개인,제주특별자치도 제주시 조천읍 와산리 145,NULL,제주특별자치도 제주시 조천읍 와산리 145,validated,kakao_coord2address
조천읍,와산리 엄낭굴 철산이도 산신당,와산리 1471,조천읍 와산리 1471,제주특별자치도 제주시 조천읍 와산리 1471,33.486544467879,126.677313512838,resolved,개인,개인,제주특별자치도 제주시 조천읍 와산리 1471,NULL,제주특별자치도 제주시 조천읍 와산리 1471,validated,kakao_coord2address
조천읍,와산리 골왓술 산신당,와산리 573,조천읍 와산리 573,제주특별자치도 제주시 조천읍 와산리 573,33.4884682490856,126.683974986604,resolved,개인,개인,제주특별자치도 제주시 조천읍 와산리 573,NULL,제주특별자치도 제주시 조천읍 와산리 573,validated,kakao_coord2address
조천읍,와산리 웃질왓 감낭밧 한씨조상당,와산리 195,조천읍 와산리 195,제주특별자치도 제주시 조천읍 와산리 195,33.4850028179521,126.690389613571,resolved,개인,개인,제주특별자치도 제주시 조천읍 와산리 195,NULL,제주특별자치도 제주시 조천읍 와산리 195,validated,kakao_coord2address
조천읍,교래리 본향 리하로산당,교래리 401,조천읍 교래리 401,제주특별자치도 제주시 조천읍 교래리 401,33.4425983749254,126.679110990341,resolved,"개인, 공동",공동,제주특별자치도 제주시 조천읍 교래리 401,NULL,제주특별자치도 제주시 조천읍 교래리 401,validated,kakao_coord2address
조천읍,교래리 누룩남도 일뤠당,교래리 산56-4,조천읍 교래리 산56-4,제주특별자치도 제주시 조천읍 비자림로 606,33.433547475595,126.6747769296,resolved,기업,법인,제주특별자치도 제주시 조천읍 비자림로 606,제주특별자치도 제주시 조천읍 비자림로 606,제주특별자치도 제주시 조천읍 교래리 산 56-4,validated,kakao_coord2address
애월읍,봉성리 본향 구머리 송씨할망당,봉성리 3683,애월읍 봉성리 3683,제주특별자치도 제주시 애월읍 봉성리 3683,33.4282556649651,126.309996894628,resolved,개인,개인,제주특별자치도 제주시 애월읍 봉성리 3683,NULL,제주특별자치도 제주시 애월읍 봉성리 3683,validated,kakao_coord2address
애월읍,납읍리 본향 바구사니우영 돗당,납읍리 1721,애월읍 납읍리 1721,제주특별자치도 제주시 애월읍 납읍리 1721,33.4396063508433,126.331771328143,resolved,개인,개인,제주특별자치도 제주시 애월읍 납읍리 1721,NULL,제주특별자치도 제주시 애월읍 납읍리 1721,validated,kakao_coord2address
애월읍,납읍리 홍골당,어름리 산20,애월읍 어름리 산20,"산20 eoeum-ri, Aewol-eup, Cheju, Jeju-do, South Korea",33.3727616,126.3846313,resolved,국가,국가,제주특별자치도 제주시 애월읍 어음리 산 20,NULL,제주특별자치도 제주시 애월읍 어음리 산 20,validated,kakao_coord2address
애월읍,어음1리 본향 개나ᄆᆞ들비멘잇당,어음리 3708-2,애월읍 어음리 3708-2,제주특별자치도 제주시 애월읍 어음리 3708-2,33.41965358394,126.332569407188,resolved,마을,미상,제주특별자치도 제주시 애월읍 어음리 3708-2,NULL,제주특별자치도 제주시 애월읍 어음리 3708-2,validated,kakao_coord2address
애월읍,어음2리 본향 몽둥이왓 돔배물 축일당,어음리 3063-1,애월읍 어음리 3063-1,제주특별자치도 제주시 애월읍 어음리 3063-1,33.4006736225491,126.337400951897,resolved,"개인, 공동",공동,제주특별자치도 제주시 애월읍 어음리 3063-1,NULL,제주특별자치도 제주시 애월읍 어음리 3063-1,validated,kakao_coord2address
애월읍,어음1 리 본향 상메초왓 송씨할망당,어음리 3379-3,애월읍 어음리 3379-3,제주특별자치도 제주시 애월읍 어음리 3379-3,33.4082699113001,126.331902473503,resolved,개인,개인,제주특별자치도 제주시 애월읍 어음리 3379-3,NULL,제주특별자치도 제주시 애월읍 어음리 3379-3,validated,kakao_coord2address
애월읍,소길리 당팟 일뤠할망당,장전리 1636-2,애월읍 장전리 1636-2,제주특별자치도 제주시 애월읍 장전리 1636-2,33.4418639416254,126.37930876263,resolved,개인,개인,제주특별자치도 제주시 애월읍 장전리 1636-2,NULL,제주특별자치도 제주시 애월읍 장전리 1636-2,validated,kakao_coord2address
애월읍,하귀1 리( 동귀) 본향 제신당,하귀1 리 628,애월읍 하귀1 리 628,제주특별자치도 제주시 애월읍 하귀1리 628,33.4835764408103,126.410448171275,resolved,"개인, 공동",공동,제주특별자치도 제주시 애월읍 하귀1리 628,NULL,제주특별자치도 제주시 애월읍 하귀1리 628,validated,kakao_coord2address
애월읍,하귀1 리 해신당,하귀1 리 1 622,애월읍 하귀1 리 1 622,"1622 Hagwi 1(il)-ri, Aewol-eup, Cheju, Jeju-do, South Korea",33.4859229,126.4084946,resolved,개인,개인,제주특별자치도 제주시 애월읍 하귀1리 1622,NULL,제주특별자치도 제주시 애월읍 하귀1리 1622,validated,kakao_coord2address
애월읍,고내리 본향 큰당,고내리 11 1 4,애월읍 고내리 11 1 4,"4, 11-1 Gonae-ri, Aewol-eup, Cheju, Jeju-do, South Korea",33.4724583,126.3577365,resolved,제주도,국가,제주특별자치도 제주시 애월읍 고내리 11-1,NULL,제주특별자치도 제주시 애월읍 고내리 11-1,validated,kakao_coord2address
애월읍,고내리 오름허릿당,고내리 81 9,애월읍 고내리 81 9,"81 Gonae-ri, Aewol-eup, Cheju, Jeju-do, South Korea",33.472735,126.3505204,resolved,개인,개인,제주특별자치도 제주시 애월읍 고내리 81,NULL,제주특별자치도 제주시 애월읍 고내리 81,validated,kakao_coord2address
애월읍,고내리 남당,NULL,NULL,NULL,NULL,NULL,unresolved,-,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
애월읍,상․ 하가리 본향 오당빌레 할망당,하가리 846-1,애월읍 하가리 846-1,제주특별자치도 제주시 애월읍 하가리 846-1,33.4539566664486,126.351779023111,resolved,마을,미상,제주특별자치도 제주시 애월읍 하가리 846-1,NULL,제주특별자치도 제주시 애월읍 하가리 846-1,validated,kakao_coord2address
애월읍,상가리 큰신머들 새당하르방당,고내리산13-1 1,애월읍 고내리산13-1 1,"산13-1 Gonae-ri, Aewol-eup, Cheju, Jeju-do, South Korea",33.4551879,126.3431048,resolved,"개인, 공동",공동,제주특별자치도 제주시 애월읍 고내리 산 13-1,NULL,제주특별자치도 제주시 애월읍 고내리 산 13-1,validated,kakao_coord2address
애월읍,하귀리 본향 돌코릿당,하귀2리 1 91 7-2,애월읍 하귀2리 1 91 7-2,"Hagwi 2(i)-ri, Aewol-eup, Jeju-si, Jeju-do, South Korea",33.4790176,126.3976001,resolved,제주도,국가,제주특별자치도 제주시 애월읍 하귀2리 2416-1,NULL,제주특별자치도 제주시 애월읍 하귀2리 2416-1,validated,kakao_coord2address
애월읍,하귀리 해신당,하귀2리 2729,애월읍 하귀2리 2729,제주특별자치도 제주시 애월읍 가문동길 47,33.4866720098543,126.392115681934,resolved,마을,미상,제주특별자치도 제주시 애월읍 가문동길 47,제주특별자치도 제주시 애월읍 가문동길 47,제주특별자치도 제주시 애월읍 하귀2리 2729,validated,kakao_coord2address
애월읍,상귀리 본향 황다리궤당,유수암리 1 91 3,애월읍 유수암리 1 91 3,"3, 191 Yusuam-ri, Aewol-eup, Cheju, Jeju-do, South Korea",33.4164563,126.4122987,resolved,마을,미상,제주특별자치도 제주시 애월읍 유수암리 191,NULL,제주특별자치도 제주시 애월읍 유수암리 191,validated,kakao_coord2address
애월읍,신엄리 본향 당빌레왓 송씨할망당,신엄리 2672-3,애월읍 신엄리 2672-3,제주특별자치도 제주시 애월읍 신엄리 2672-3,33.4752683509324,126.36603297428,resolved,개인,개인,제주특별자치도 제주시 애월읍 신엄리 2672-3,NULL,제주특별자치도 제주시 애월읍 신엄리 2672-3,validated,kakao_coord2address
애월읍,구엄리 본향 모감빌레 송씨할망당,구엄리 833-1,애월읍 구엄리 833-1,제주특별자치도 제주시 애월읍 구엄동1길 28,33.4772899513762,126.378291001645,resolved,마을,미상,제주특별자치도 제주시 애월읍 구엄동1길 28,제주특별자치도 제주시 애월읍 구엄동1길 28,제주특별자치도 제주시 애월읍 구엄리 833-1,validated,kakao_coord2address
애월읍,수산리 본향 당팟 서목당,수산리 1 778-1,애월읍 수산리 1 778-1,"1778-1 Susan-ri, Aewol-eup, Cheju, Jeju-do, South Korea",33.4681218,126.3841023,resolved,개인,개인,제주특별자치도 제주시 애월읍 수산리 1778-1,NULL,제주특별자치도 제주시 애월읍 수산리 1778-1,validated,kakao_coord2address
애월읍,용흥리 본향 진빌레 일뤠당,신엄리 2208-1,애월읍 신엄리 2208-1,제주특별자치도 제주시 애월읍 용흥4길 9,33.4626494287843,126.36597263987,resolved,개인,개인,제주특별자치도 제주시 애월읍 용흥4길 9,제주특별자치도 제주시 애월읍 용흥4길 9,제주특별자치도 제주시 애월읍 신엄리 2208-3,validated,kakao_coord2address
애월읍,금성리 축일할망당,곽지리 1565,애월읍 곽지리 1565,제주특별자치도 제주시 애월읍 곽지1길 31,33.4507837937137,126.305537194637,resolved,마을,미상,제주특별자치도 제주시 애월읍 곽지리 1565,NULL,제주특별자치도 제주시 애월읍 곽지리 1565,validated,kakao_coord2address
애월읍,금성리 본향 개똥밧당,금성리 499,애월읍 금성리 499,제주특별자치도 제주시 애월읍 금성1길 26,33.446834240211,126.300440799048,resolved,개인,개인,제주특별자치도 제주시 애월읍 금성리 499,NULL,제주특별자치도 제주시 애월읍 금성리 499,validated,kakao_coord2address
